Date,Open,High,Low,Close,Adj Close,Volume,SMA7,SMA14,SMA21,EMA50,EMA200,RSI,EMA6,EMA13,MACD,Signal_Line,10_day_SMA,10_day_std,Upper_Band,Lower_Band,ROC7,ROC14,Stochastic14,ATR14,OBV,Williams_%R,CCI,RVI,Momentum
2014-09-27,403.556,406.622986,397.372009,399.519989,399.519989,15029300.0,410.78399657142864,,,441.81714558545315,452.8622356508243,44.36896380746255,410.06144788969334,419.9714420798881,-9.909994190194766,-9.605073617181558,410.362796,13.371016659015122,437.1048293180302,383.6207626819698,-2.294915966484379,,,,-86824500.0,,,,
2014-09-28,399.471008,401.016998,374.332001,377.181,377.181,23613300.0,407.69256600000006,,,439.28239477818045,452.1091885299206,38.67962755705808,400.66703420692386,413.8585217827612,-13.191487575837357,-10.800544936733491,405.6368958,15.946366038402742,437.5296278768055,373.7441637231945,-5.425996434581055,,,,-110437800.0,,,,
2014-09-29,376.928009,385.210999,372.23999,375.46701,375.46701,32497700.0,403.8804234285714,,,436.77983066923224,451.34657978832934,35.80025561563879,393.46702729065987,408.37402009950966,-14.906992808849793,-12.169360894105592,403.7039978,18.3905625927873,440.4851229855746,366.92287261442544,-6.635550107709522,,,,-142935500.0,,,,
2014-09-30,376.088013,390.97699,373.442993,386.944,386.944,34707300.0,396.9022827142857,407.1824275,,434.82548436847804,450.7057580988932,15.984450905360404,391.6033052076142,405.3125886567226,-13.709283449108398,-12.682668412439861,401.5079986,19.00160400839014,439.51120661678027,363.50479058321974,-11.208810342875717,,15.327211188197808,22.963640428571445,-108228200.0,-84.67278881180219,,,
2014-10-01,387.427002,391.378998,380.779999,383.61499,383.61499,26229400.0,391.24656885714285,401.9167828571429,,432.81722968736125,450.03818826706345,18.350272161298577,389.3209294340101,402.21293170576223,-12.89200227175212,-12.752446365543948,399.98739620000003,19.830857402753793,439.6491110055076,360.32568139449245,-9.354803987694984,-16.11929630906637,13.442449387996298,22.595567928571448,-134457600.0,-86.55755061200371,,,-73.71902500000004
2014-10-02,383.988007,385.497009,372.946014,375.071991,375.071991,21777700.0,386.03199542857146,398.3904963571429,,430.552710523151,449.2922559559484,19.303335505584187,385.2498041671501,398.3356544620819,-13.085850294931788,-12.86358100867323,397.2793945,21.297170620422943,439.8737357408459,354.68505325915413,-8.86888228035684,-11.631328519313307,4.085578293134061,20.332781071428588,-156235300.0,-95.91442170686595,,,-49.36801099999997
2014-10-03,375.181,377.695007,357.859009,359.511993,359.511993,30901200.0,379.6158532857143,395.87021085714287,,427.76680003204706,448.398920006138,16.911008631223083,377.89614383367865,392.7894171103559,-14.893273276677235,-13.540145098007898,389.65149529999997,19.560478405554782,428.77245211110954,350.5305384888904,-11.10539564385175,-8.937273400370657,1.9749385164505415,18.656568214285727,-187136500.0,-98.02506148354945,,,-35.283997
2014-10-04,359.891998,364.487,325.885986,328.865997,328.865997,47236500.0,369.5224258571429,390.15321121428576,,423.8883371680452,447.209537687669,12.260697197883943,363.88753045262763,383.65749995173366,-19.769969499106026,-15.616753231707275,380.2175963,23.857368612426914,427.93233352485385,332.5028590751462,-17.68472015051042,-19.573786650632655,2.5762814006802883,19.027141071428584,-234373000.0,-97.42371859931971,,,-80.03799500000002
2014-10-05,328.915985,341.800995,289.29599,320.51001,320.51001,83308096.0,361.42657014285714,384.5595680714286,,419.8342851222396,445.94884586988127,14.413807628436174,351.4939531804483,374.63642995862887,-23.142476778180594,-18.125327747198384,371.1111968,27.638686073162503,426.388568946325,315.83382465367504,-15.024879301979677,-19.635626321335206,20.500335946133873,21.40285607142858,-317681096.0,-79.49966405386613,,,-78.31100399999997
2014-10-06,320.389008,345.134003,302.559998,330.07901,330.07901,79011800.0,354.94257014285716,379.4114967857143,,416.31447041156355,444.7959121796337,24.058064485154176,345.3753979860345,368.2710842502533,-22.895686264218796,-19.715447252871854,363.676599,27.68106439759199,419.038727795184,308.314470204816,-12.08841224159748,-17.92182969778931,26.784938655703296,23.74485785714287,-238669296.0,-73.2150613442967,-163.12063292661628,,-72.07299800000004
2014-10-07,330.584015,339.247009,320.481995,336.187012,336.187012,49199900.0,347.69157185714283,372.29692728571433,387.3521422857143,413.1722171405218,443.715226605707,19.092452323557325,342.75014484716746,363.68764535736,-20.937500510192535,-20.122798338645417,357.3433013,25.746616012428472,408.83653332485693,305.8500692751431,-13.117398900099248,-22.855904878344376,31.93862985378772,21.84521485714287,-189469396.0,-68.06137014621228,-134.3004842834759,,-99.603973
2014-10-08,336.115997,354.364014,327.187988,352.940002,352.940002,54736300.0,343.30943071428567,367.2779997857143,382.3809988095238,410.81016948795235,442.8119905399786,33.945675935300414,345.66153260511965,362.15226773488007,-16.490735129760424,-18.91211060235042,354.9192015,24.794906021270553,404.5090135425411,305.3293894574589,-7.996295452375307,-16.603061674223614,47.41626868083403,22.716358785714295,-134733096.0,-52.58373131916597,-90.02733953390141,,-70.26498500000002
2014-10-09,352.747986,382.726013,347.687012,365.026001,365.026001,83641104.0,341.8742892857143,363.9531423571429,379.5517606666667,409.0147119001896,442.0380005943072,44.930260583048664,351.1942378607997,362.56280105846866,-11.368563197668948,-16.397594800789932,353.8751006,24.041907339106093,401.9589152782122,305.7912859217878,-2.6784164749854695,-11.309753151198166,60.27444023932188,24.21543014285715,-51091992.0,-39.72555976067812,-34.978968307898064,,-46.54800399999999
2014-10-10,364.687012,375.066986,352.963013,361.562012,361.562012,43665700.0,342.1671491428571,360.8915012142857,377.96919028571426,407.1538217080253,441.23724448889124,51.178416150483955,354.15645904342836,362.4198311929731,-8.26337214954475,-13.686187250374871,351.33690179999996,21.352157695757292,394.04121719151453,308.6325864084854,0.5702227018612877,-10.598498429083222,61.59368641808571,24.727929285714293,-94757692.0,-38.40631358191429,-34.926822069584084,,-42.862976
2014-10-11,361.362,367.19101,355.950989,362.299011,362.299011,13345200.0,346.94329400000004,358.23285992857143,375.74990547619046,405.3948095233969,440.4517894293003,79.28971134950302,356.4829024595917,362.40257116540556,-5.919668705813876,-11.097347735521208,349.2053039,18.666927107032226,386.53915811406443,311.87144968593554,10.166151047838495,-9.316424465560345,65.344040755522,24.870003857142866,-81412492.0,-34.65595924447799,-33.752897502100105,,-37.220978
2014-10-12,362.605988,379.433014,356.144012,378.549011,378.549011,17552800.0,355.2345798571429,358.330575,374.784572,404.3420331107147,439.83584138522764,94.66807745516377,362.7875048997083,364.70920542749053,-1.9217005277822068,-8.038798666274875,349.55300589999996,19.226273073313376,388.0055520466267,311.10045975337323,18.10832710029867,0.3626935078914431,87.43180941533383,24.627432785714294,-63859692.0,-12.568190584666173,-5.539578231534824,,1.368011000000024
2014-10-13,377.92099,397.226013,368.897003,390.414001,390.414001,35221400.0,363.8538642857143,359.3982172142857,374.2256192857143,403.79583577303964,439.3440817794045,94.8500801384488,370.6807894997916,368.3813190807062,2.2994704190854236,-4.592708971154776,352.6432067,23.098321904578032,398.83985050915607,306.44656289084395,18.27895418130344,3.980906604817283,93.6884920333983,25.724432857142865,-28638292.0,-6.311507966601692,40.89448546812805,0.3440225642545673,14.946990999999969
2014-10-14,391.691986,411.697998,391.324005,400.869995,400.869995,38491500.0,373.09429042857136,360.3929311428571,372.56271499999997,403.68109691919494,438.9612550452811,95.16276705182042,379.3062767855654,373.0225584977482,6.28371828781718,-0.9672332181641248,359.84360649999996,25.9139647232153,411.6715359464306,308.01567705356933,19.24017903463803,3.598969101472048,91.15373744522233,25.992290000000008,9853208.0,-8.846262554777672,95.48279803920745,0.34602041526692157,13.925995
2014-10-15,400.954987,402.22699,388.765991,394.77301,394.77301,25267100.0,379.07043442857145,361.1899325714285,371.20881133333336,403.3317601772658,438.5215710149798,84.3146896865941,383.725343418261,376.1297658552128,7.595577563048209,1.8870370422399865,367.2699065,23.95652128202586,415.18294906405174,319.35686393594824,11.852725041918033,2.908650676033286,86.17262226613146,26.19671857142858,-15413892.0,-13.82737773386854,83.31999952927981,0.35330648556377153,11.158020000000022
2014-10-16,394.518005,398.807007,373.070007,382.556,382.556,26990000.0,381.57472,361.72450464285714,369.8270015714286,402.51702448403967,437.96469966159697,64.34863018539097,383.3912452987579,377.0477993044681,6.343445994289766,3.3725066929232463,372.5176055,20.38614080283312,413.28988710566625,331.74532389433375,4.802397350319156,1.9953526735084726,76.19156868733721,27.13857607142858,-42403892.0,-23.808431312662787,55.96414928927298,0.3608891378948422,7.484008999999958
2014-10-17,382.756012,385.477997,375.389008,383.757996,383.757996,13600700.0,384.74557485714286,363.45636199999996,368.8428590952381,401.78137630819504,437.42532947590945,68.86644380741768,383.4960312133985,378.00639883240126,5.48963238099725,4.078215255614581,377.27470389999996,16.057144945315535,409.38899379063105,345.1604140093689,6.138914837104074,6.744143025014459,77.17357545310857,26.442361142857155,-28803192.0,-22.826424546891424,50.52857507431184,0.36638964421323594,24.246002999999973
2014-10-18,383.976013,395.15799,378.971008,391.441986,391.441986,11416800.0,388.90885699999995,367.92607549999997,368.4581922857143,401.37591002159917,436.9677837696815,72.15489388060519,385.7663040095704,379.9257684277725,5.840535581797894,4.665655364342353,381.1249023,14.066433736220482,409.25776977244095,352.992034827559,8.043901339824517,19.02780754800868,83.45124207439473,24.84135885714287,-17386392.0,-16.548757925605276,73.54913886690343,0.3648701577091091,62.57598899999999
2014-10-19,391.253998,393.938995,386.457001,389.54599,389.54599,5914570.0,390.479854,372.8572169285714,369.04700133333336,400.9119915893796,436.49592512520707,60.69392160302901,386.8462142925503,381.30008579523354,5.546128497316772,4.959146408667159,383.5769012,13.04861904752661,409.67413929505324,357.4796631049468,2.9050344025334174,21.539414634819046,79.70275431105576,21.625429500000013,-23300962.0,-20.297245688944248,74.31751300702422,0.3545892207163607,69.03598
2014-10-20,389.230988,390.084015,378.252014,382.845001,382.845001,16419000.0,389.3985682857143,376.6262162857143,369.39833423809523,400.203482154502,435.96208508416026,41.817820956756115,385.7030104946788,381.52078796734304,4.182222527335739,4.700171781556686,385.7052001,10.556629832397235,406.8184597647945,364.5919404352055,-1.9387112092836958,15.985866838366986,68.36849231378845,19.429572071428588,-39719962.0,-31.631507686211553,53.189609962264434,0.33822565447331654,52.76599100000004
2014-10-21,382.42099,392.645996,380.834015,386.475006,386.475006,14188900.0,387.3421412857143,380.21821585714287,369.3760011904762,399.6651105406,435.46967633705424,31.744743972343173,385.9235806390563,382.22853340057975,3.6950472384765476,4.3651302671966405,388.1227996,6.6439357502332,401.4106711004664,374.8349280995336,-3.5909370068967146,14.958339318593318,70.15384094736234,18.93292685714287,-25531062.0,-29.846159052637653,62.64526093528554,0.3201467674766886,50.287994000000026
2014-10-22,386.118011,388.575989,382.248993,383.15799,383.15799,11641300.0,385.6828527142857,382.3766435714286,369.35423928571424,399.0177724801843,434.9491620451433,34.15283738626147,385.13341188504023,382.3613129147827,2.7720989702575594,3.834119834883614,388.5836975,6.038253773912883,400.6602050478258,376.50718995217426,-2.942202153080327,8.561791757455703,55.41389098427574,17.443710428571446,-37172362.0,-44.58610901572426,53.947039469635904,0.30285287473039013,30.21798799999999
2014-10-23,382.962006,385.048004,356.446991,358.416992,358.416992,26456900.0,382.23442299999994,381.9045714999999,368.5611440952381,397.42558501037314,434.1876479153409,25.4540146537623,377.50014906074307,378.9406956412423,-1.4405465804992446,2.075897696422661,385.3839966,11.217267587026406,407.8185317740528,362.94946142594716,-6.309927958259704,-1.8105584210150591,9.285741709136394,16.983854142857155,-63629262.0,-90.7142582908636,-6.178559167088964,0.289151774490657,-6.609009000000015
2014-10-24,358.591003,364.345001,353.304993,358.345001,358.345001,15585700.0,378.6039951428571,381.67478500000004,368.50557304761907,395.89301308839777,433.4329947122032,23.550714041354468,372.02724961481647,375.9984535496363,-3.971203934819812,0.06019715267517034,381.1314972,12.66183001611363,406.4551572322273,355.80783716777273,-6.622140845242471,-0.8897535950209163,8.631184505746885,16.19357092857144,-79214962.0,-91.36881549425311,-37.88623068673229,0.2784247456307449,-3.2170109999999568
2014-10-25,358.610992,359.860992,342.877014,347.270996,347.270996,18127500.0,372.2938537142858,380.6013553571429,369.3820015714286,393.9862673202253,432.5756613916838,7.0580097606501795,364.9540342962975,371.8945310425454,-6.940496746247902,-2.273367480299187,376.3812958,15.555263456641136,407.49182271328226,345.2707688867177,-11.284172771389924,-4.147959156311354,6.38465442458662,16.603853571428584,-97342462.0,-93.61534557541337,-81.91899976582276,0.27235146159473256,-15.028014999999982
2014-10-26,347.487,359.221008,343.931,354.70401,354.70401,11272500.0,367.31642800000003,378.898141,371.0102872857143,392.4457866410008,431.800819089279,19.41970141913653,362.02545592592674,369.4387423221818,-7.413286396255046,-3.9866737856178065,373.5960968,16.772664281340564,407.1414253626811,340.0507682373189,-8.944253283161775,-6.299052515553931,17.185159689085538,16.032496857142867,-86069962.0,-82.81484031091446,-83.59089848495799,0.26763635265138913,-23.845001000000025
2014-10-27,354.777008,358.631989,349.80899,352.989014,352.989014,13033000.0,363.05128699999995,376.2249276428571,372.10123985714284,390.89846222370664,431.01662202371404,21.2823932888339,359.4436153756619,367.0887811332987,-7.645165757636789,-5.206171109624134,370.51919860000004,17.507506468478944,405.5342115369579,335.50418566304216,-7.79845287832295,-9.585974607503891,14.693192994741286,14.639210357142863,-99102962.0,-85.3068070052587,-89.35168729335001,0.26266230937705826,-37.42498699999999
2014-10-28,353.214996,359.984009,352.678986,357.618011,357.618011,7845880.0,358.9288591428571,373.13550021428574,373.1217636190476,389.59334648944366,430.28628758566714,22.766665653096084,358.92201412547286,365.7358139713989,-6.813799845926042,-5.742047355058103,367.1368011,16.237427701042456,399.61165650208494,334.6619456979151,-7.466717006791374,-10.789528909490967,24.83741021226368,13.640712214285722,-91257082.0,-75.16258978773632,-82.00056334963574,0.25534981189235917,-43.25198399999999
2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,18192700.0,352.1335752857143,368.908214,372.29562080952377,387.47560752907333,429.34404594799884,16.824998236529197,352.25601094676637,361.4294124040562,-9.173401457289856,-6.885832055802021,361.7413024,16.913959039511,395.56922047902196,327.913384320978,-12.414457806295514,-14.991401514505768,0.3907978095305133,14.285642357142864,-109449782.0,-99.60920219046947,-131.79920713300518,0.24854735316846266,-59.182007
2014-10-30,335.709015,350.912994,335.071991,345.304993,345.304993,30177900.0,350.2604325714286,366.24742778571436,371.3565251904762,385.8218579396979,428.50783646592924,38.43004485334527,350.2700058191188,359.1259239177625,-8.855918098643713,-7.542527403415919,357.9873016,15.841573454192506,389.67044850838505,326.304154691615,-3.6583084208239685,-9.73739975323873,17.030593100399322,13.578785428571434,-79271882.0,-82.96940689960067,-116.41470370136716,0.24190836068684282,-37.25100699999996
2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,12545400.0,347.39986300000004,363.0019290714286,370.249811,383.95907974598424,427.6104551478603,34.251926462363,346.85600815651344,356.15379392951075,-9.297785772997315,-8.127613526609718,353.1719024,13.3413805589632,379.85466351792644,326.4891412820736,-5.58790744788429,-11.84000919162607,5.407287977353872,13.636930142857144,-91817282.0,-94.59271202264613,-115.22059859916975,0.23527278521380526,-45.436982
2014-11-01,338.649994,340.528992,321.054993,325.748993,325.748993,16677200.0,344.3252911428571,358.3095724285714,368.5093339523809,381.67633124614173,426.5969082608169,33.46344058583759,340.8254323975096,351.81025093958067,-10.984818542071082,-9.080015198430173,347.4310027,11.181349221523028,369.79370114304606,325.068304256954,-6.197466315326846,-16.782306280246598,6.440370823764539,13.871717071428574,-108494482.0,-93.55962917623546,-137.1624630460895,0.2301401179148739,-65.692993
2014-11-02,326.075012,329.049988,320.626007,325.891998,325.891998,8603620.0,340.2092894285714,353.7628587142857,366.00185714285715,379.4887103345284,425.5948693527491,25.069211205123352,336.558736855364,348.1076433767834,-11.54890652141944,-9.902978972759929,344.1785033,12.30470719693076,368.7879176938615,319.56908890613846,-8.122832329975628,-16.34055891577783,7.311846437521651,13.939001857142857,-99890862.0,-92.68815356247836,-132.54516459405045,0.22794102151216167,-63.65399200000002
2014-11-03,325.569,334.002014,325.480988,327.553986,327.553986,12948500.0,336.575714,349.8135005,363.0085230952381,377.4520544782724,424.6193381751098,27.971078547971572,333.98595089668856,345.17140660867153,-11.185455711982968,-10.33047121916761,341.0994018,12.218058723421,365.535519246842,316.663284353158,-7.205614620062932,-14.442141037646724,9.61952243563935,13.702503642857137,-86942362.0,-90.38047756436065,-109.8696224834455,0.2285810428377979,-55.291015000000016
2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,15655500.0,332.70057014285715,345.81471464285715,359.6571901904762,375.61048387128136,423.68274778530775,25.79764218096399,332.9876803547776,343.074349093147,-10.08666873836944,-10.24920372556822,339.42150260000005,12.42668940710117,364.2748814142024,314.5681237857977,-7.585190389082505,-14.48554269509475,14.519499063296289,13.336647999999993,-71286862.0,-85.4805009367037,-101.91960278609163,0.23063229217968606,-55.983002
2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,19817200.0,333.25699714285713,342.6952862142857,357.02447504761903,374.19383713123113,422.8449691207773,54.52832096662243,334.84434082484114,342.56172665126894,-7.717385826427801,-9.405264425854748,337.8997008,11.22048625333676,360.3406733066735,315.4587282933265,1.1606357039315531,-11.397908732113345,29.275691344991994,13.804504285714277,-51469662.0,-70.724308655008,-66.4935282523842,0.2311052333551103,-43.671997999999974
2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000.0,333.82628514285716,342.0433588571429,355.44038023809526,373.2172164202025,422.11307897032185,54.62330849077807,338.97167458917227,343.52290984394483,-4.551235254772564,-7.787254702160688,337.5298003,10.717469073620801,358.9647384472416,316.09486215275837,1.154056871688494,-2.5464705088535524,65.56418475685871,12.800288499999994,-32672662.0,-34.435815243141285,-30.01605433684541,0.2301203375941437,-9.126982999999996
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200.0,334.4111415714286,340.90550228571425,353.47166657142856,372.00928671744947,421.32006334872665,54.7617840749509,339.9554844208373,343.3646382948099,-3.4091538739725706,-6.327887759431316,336.0095001,8.373192793605124,352.75588568721025,319.2631145127898,1.2100918449008924,-4.445434415310855,55.36104703688969,12.794287499999992,-49506862.0,-44.63895296311031,-29.592565726932087,0.22779685146659656,-15.929992000000027
2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470.0,337.2310007142857,340.7781459285714,351.28338185714284,370.9692365324515,420.5655155243612,79.47087961443117,341.53620515774094,343.6679766812656,-2.1317715235246624,-4.929182347462432,336.99920050000003,8.887351201710857,354.77390290342174,319.2244980965783,6.05957790328457,-0.5134287114493268,63.16885699634846,11.929576285714274,-40971392.0,-36.83114300365154,-26.509668590955133,0.2233366241122717,-1.7829890000000432
2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,24205600.0,342.5698592857143,341.38957435714286,350.03185890476186,370.66707070764943,419.9953512703875,86.55178073006128,347.7441488269578,346.46740972679913,1.276739100158693,-2.860541864922057,338.79510200000004,12.016037451972888,362.8271769039458,314.76302709605426,11.467605902983843,2.4132791732464507,99.15814186046507,12.221075857142848,-16765792.0,-0.8418581395349435,42.359852427733976,0.21843936733446523,8.559998000000007
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100.0,348.19414857142857,342.3849312857143,349.2737165238095,370.52028405244755,419.46727823287125,87.05761151279579,353.224109447827,349.3897813372564,3.8343281105705955,-0.6289185397578398,341.65540169999997,14.939373863070209,371.5341494261404,311.77665397385954,12.01940036840217,3.9477140781497546,85.43643003673574,12.82336199999999,13684308.0,-14.563569963264257,107.48701413092175,0.21409228097532904,13.93499700000001
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900.0,353.50886328571426,343.1047167142857,348.37943085714284,370.40948887392017,418.9521312554297,86.50717407176177,357.3586516055907,352.0048135747912,5.353838030799466,1.3653336504279285,345.8500031,15.83864619700389,377.5272954940078,314.1727107059922,11.256854190033586,2.817809978815623,86.85919430563598,12.84264699999999,29523208.0,-13.140805694364017,129.96370566180752,0.21167010973372866,10.076995999999951
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200.0,365.51957942857143,349.3882882857143,350.30338395238095,372.49386205533506,418.9979906956742,92.97214506886904,376.2736097182791,362.22712663553534,14.046483082743748,5.592383461199868,355.6169038,27.77792644064778,411.17275668129554,300.06105091870444,24.765385017712312,26.213456622375546,94.35615523707612,15.666429785714277,75306408.0,-5.6438447629238855,304.6505661579208,0.21869502539443453,87.97000200000002
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000.0,375.72600457142863,354.7761448571428,353.27090742857143,374.3856707982631,419.0152742210904,89.32158652299596,388.97685979877076,370.5853921161732,18.39146768259758,9.858744868332439,364.93500370000004,32.53901258888196,430.013028877764,299.8569785222361,20.454342855251838,21.844454476220086,73.35765618906493,18.532786785714276,16361408.0,-26.64234381093507,295.07372591364697,0.23122701304745244,75.42999199999997
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200.0,383.6407165714285,359.02592907142855,355.1505737142857,375.3045853944096,418.80435599998503,75.91612787724627,391.50289785626484,374.47576367100555,17.027134185259285,12.248207973974722,371.66760259999995,31.57139693495726,434.81039646991445,308.52480873008545,16.18006878898232,17.585954326798042,56.56458873787637,20.321570285714277,-13227792.0,-43.43541126212363,154.90730109001828,0.24464710988986918,59.49697900000001
2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500.0,388.0185721428571,362.62478642857144,356.52495466666664,375.33707208482497,418.379765353219,62.20906099980536,387.1114973259035,374.7125111465762,12.398986179327267,12.298467375758904,375.332303,29.478356141056707,434.28901528211344,316.3755907178866,8.870058693527968,15.467124713413929,40.674300112745215,21.396285999999993,-28955292.0,-59.325699887254785,86.36246429689889,0.25642985022187587,50.38400300000001
2014-11-16,374.730011,390.799011,374.60199,387.881989,387.881989,11905600.0,391.53542657142856,367.05264292857146,358.10485842857145,375.8290296109103,418.07630489199295,60.30265212768176,387.33163780421677,376.5938651256368,10.737772678579972,11.778235810032594,379.191501,28.18809988648655,435.5677007729731,322.8153012270269,6.776884155283555,19.02163642569707,47.573776876772435,21.95150314285714,-17049692.0,-52.426223123227565,76.19840354015236,0.2674527548382862,61.989990999999975
2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,41518800.0,394.4617092857143,371.32792892857145,359.7438572857143,376.28310648891386,417.7711475298836,58.80743493771648,387.35345271729767,378.1387401076887,9.214712609608966,10.923728076558053,383.69079909999994,25.085817752111335,433.8624346042226,333.5191635957773,5.5826215744709,18.273019580961524,47.21473022158352,23.678357785714287,-58568492.0,-52.78526977841648,85.09144297790453,0.2774708982166654,59.854003999999975
2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500.0,395.5335651428571,374.52121421428575,360.5809995238095,376.24055321483877,417.34753410172556,52.93712039297943,383.88046565521256,377.7186340923046,6.161831562907935,9.33642923867468,386.66179819999996,21.571818705574643,429.8054356111493,343.51816078885065,2.04054742576366,13.527103064193946,35.214772176242754,24.72085792857143,-90790992.0,-64.78522782375724,46.98127777189748,0.2876207457210941,44.705993999999976
2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,18931800.0,389.38984914285714,377.45471428571426,362.72214190476194,376.4097469319039,416.98143916539004,22.152853814321105,382.9303306108661,378.12382822197543,4.806502388890692,7.8264536220800185,388.3908967,20.132971651486756,428.65684000297347,348.1249533970265,-10.15343988051969,12.09740665823997,35.5029456055979,24.70000135714286,-71859192.0,-64.4970543944021,44.06183368878416,0.29973280759509696,41.069001000000014
2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200.0,380.40485071428566,378.0654276428571,363.3190468095238,375.6815214051626,416.3929670940926,17.615613874864707,375.7616635791901,375.2261379045504,0.5355256746397004,5.39614430626658,387.4824952,21.375758197725087,430.23401159545017,344.73097880454986,-14.948837449303154,2.4478189411939315,13.930293842400616,25.464429642857144,-97092392.0,-86.06970615759938,1.7257114230903903,0.31186248212926626,8.549986999999987
2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100.0,373.69485057142856,378.6677835714286,363.91556957142853,374.7076575069209,415.74077828718623,21.071164600980353,368.64347169942147,371.7435456324718,-3.1000739330503393,2.564071559827607,385.79779369999994,23.651326696997963,433.10044709399585,338.49514030600403,-11.806907135042538,2.462795957638638,7.5640125442196195,25.665215642857145,-126942492.0,-92.43598745578038,-44.061455682071085,0.3240906478769083,8.432982999999979
2014-11-22,351.604004,364.841003,350.877991,352.920013,352.920013,15273000.0,370.37871014285713,379.1986411428571,365.20942766666667,373.853240075277,415.1156960455227,31.148806523594573,364.1510549281582,369.05446954211874,-4.9034146139605355,0.07490950189822665,378.7336945,21.57761353231017,421.8889215646204,335.57846743537965,-6.17148275925253,2.151161791268778,7.796013500926454,26.316286357142864,-111669492.0,-92.20398649907355,-35.434149600135704,0.3356717922203405,7.432006000000001
